日期,AMD,GOOGL,MSFT,NVDA,META,AAPL,TSLA,AMZN,9988.HK,0700.HK,600519.SS,9618.HK
,AMD,GOOGL,MSFT,NVDA,META,AAPL,TSLA,AMZN,9988.HK,0700.HK,600519.SS,9618.HK
,"Advanced Micro Devices, Inc.",Alphabet Inc.,Microsoft Corporation,NVIDIA Corporation,"Meta Platforms, Inc.",Apple Inc.,"Tesla, Inc.","Amazon.com, Inc.",Alibaba Group Holding Limited,Tencent Holdings Limited,"Kweichow Moutai Co., Ltd.","JD.com, Inc."
2016/01/04,2.77,37.6607,47.8742,0.7895,101.4241,23.7309,14.894,31.8495,,131.2224,170.4773,
2016/01/05,2.75,37.7644,48.0926,0.8022,101.9301,23.1363,14.8953,31.6895,,129.7262,172.7501,
2016/01/06,2.51,37.6553,47.219,0.7691,102.1682,22.6835,14.6027,31.6325,,128.4941,172.2305,
2016/01/07,2.28,36.7463,45.5766,0.7386,97.1576,21.7261,14.3767,30.397,,123.3896,164.1539,
2016/01/08,2.14,36.2459,45.7164,0.7227,96.5721,21.841,14.0667,30.3525,,125.5018,166.1021,
2016/01/11,2.34,36.353,45.6901,0.7239,96.7507,22.1947,13.8567,30.887,,121.4533,162.2302,
2016/01/12,2.39,36.9615,46.1095,0.7361,98.5963,22.5168,13.998,30.8945,,119.7812,159.7382,
2016/01/13,2.25,35.6836,45.1136,0.7137,94.6969,21.9379,13.354,29.0905,,120.9253,162.1652,
2016/01/14,2.21,36.2697,46.3978,0.6993,97.6041,22.4177,13.7453,29.65,,120.6613,166.2563,
2016/01/15,2.03,35.2333,44.5457,0.6612,94.2305,21.8793,13.666,28.509,,120.5733,161.5321,
2016/01/18,,,,,,,,,,119.6931,161.8811,
2016/01/19,1.95,35.6593,44.1701,0.6666,94.5183,21.7735,13.648,28.724,,123.0375,170.6558,
2016/01/20,1.8,35.6335,44.371,0.6703,93.6154,21.8027,13.2467,28.5885,,119.1651,164.227,
2016/01/21,2.09,36.0357,44.1002,0.6781,93.4268,21.6924,13.3313,28.751,,117.1409,162.5549,
2016/01/22,2.02,36.9675,45.6814,0.6939,97.1774,22.8457,13.5033,29.819,,122.3335,164.5679,
2016/01/25,2.12,36.3803,45.2446,0.6932,96.2546,22.3997,13.092,29.8265,,126.998,164.5923,
2016/01/26,2.07,36.3887,45.5766,0.7,96.5821,22.5236,12.904,30.0625,,124.7977,161.5402,
2016/01/27,2.13,35.5849,44.7466,0.6917,93.7146,21.0436,12.538,29.1675,,123.6536,162.287,
2016/01/28,2.08,37.1083,45.4805,0.6842,108.2604,21.1945,12.6467,31.7675,,124.6217,159.6165,
2016/01/29,2.2,37.7554,48.1275,0.7144,111.3363,21.9266,12.7467,29.35,,127.526,162.8714,
2016/02/01,2.14,38.2226,47.7956,0.7147,114.1939,21.7216,13.1293,28.7405,,129.3742,163.3909,
2016/02/02,1.99,38.7254,46.3017,0.6844,113.7176,21.2824,12.1853,27.605,,128.1421,166.0371,
2016/02/03,2.07,37.1619,45.5678,0.6878,111.8126,21.7036,11.5653,26.5535,,124.6217,165.3147,
2016/02/04,2.09,36.2023,45.428,0.6881,109.6297,21.878,11.6887,26.813,,124.8857,166.3943,
2016/02/05,1.98,34.8996,43.8206,0.6447,103.2597,21.2937,10.84,25.1065,,126.6459,165.4852,
2016/02/08,1.93,34.9194,43.1654,0.6151,98.9733,21.5179,9.866,24.405,,,,
2016/02/09,1.9,34.7637,43.0518,0.6217,98.7649,21.5134,9.8833,24.1035,,,,
2016/02/10,1.84,35.0528,43.4275,0.6203,100.2136,21.3503,9.578,24.524,,,,
2016/02/11,1.86,35.0285,43.41,0.6171,101.1165,21.2212,10.0313,25.191,,119.6052,,
2016/02/12,1.83,35.0548,44.1176,0.6276,101.2157,21.2869,10.0693,25.354,,117.3169,,
2016/02/15,,,,,,,,,,121.6294,162.6766,
2016/02/16,1.83,35.5879,44.9535,0.6583,100.8188,21.8871,10.3447,26.055,,122.5975,165.3472,
2016/02/17,1.9,36.2985,46.1238,0.6747,104.3809,22.2223,11.2453,26.705,,121.6294,164.2351,
2016/02/18,1.91,35.5814,45.9214,0.7327,102.6643,21.801,11.118,26.25,,125.2378,163.7319,
2016/02/19,1.91,35.8095,45.5958,0.7425,103.7558,21.7512,11.1053,26.745,,124.2697,164.8683,
2016/02/22,2.01,36.1537,46.3262,0.7688,106.3256,21.9414,11.8493,27.975,,124.7097,168.6753,
2016/02/23,1.97,35.5705,45.0327,0.7708,104.6388,21.4454,11.814,27.647,,124.8857,172.4173,
2016/02/24,2.02,35.7495,45.1911,0.7761,106.0478,21.7648,11.9333,27.702,,123.5656,176.7437,
2016/02/25,2.03,36.1572,45.8422,0.7778,107.2285,21.9142,12.4953,27.7575,,122.3335,172.4173,
2016/02/26,2.07,35.9459,45.1383,0.7727,107.0797,21.9482,12.6893,27.7615,,125.5898,176.0132,
2016/02/29,2.14,35.567,44.7688,0.7677,106.0875,21.8984,12.7953,27.626,,124.8857,174.4466,
2016/03/01,2.18,36.8043,46.2646,0.8017,108.9649,22.7681,12.4233,28.952,,127.174,177.2957,
2016/03/02,2.32,36.6709,46.5901,0.8064,109.0939,22.8179,12.556,29.0105,,130.5184,182.0037,
2016/03/03,2.46,36.2796,46.0622,0.7993,108.7268,22.9878,13.0493,28.8745,,129.9023,184.9177,
2016/03/04,2.37,36.2117,45.7806,0.7968,107.546,23.3298,13.4027,28.757,,129.5502,193.8223,
2016/03/07,2.47,35.3478,44.9007,0.7917,104.9067,23.0716,13.686,28.14,,128.9342,189.6501,
2016/03/08,2.3,35.384,45.4463,0.7772,105.1052,22.8813,13.5067,28.013,,128.7581,186.0542,
2016/03/09,2.26,35.9732,46.4933,0.7768,106.6729,22.9017,13.9147,27.9735,,128.2301,184.6174,
2016/03/10,2.26,36.3084,45.7982,0.7755,106.4844,22.913,13.6787,27.9465,,127.614,185.1207,
2016/03/11,2.52,36.9382,46.6957,0.7887,108.5581,23.1599,13.8333,28.4805,,130.3424,185.1125,
2016/03/14,2.72,37.2045,46.7837,0.7907,109.0344,23.2188,14.3433,28.6685,,134.9189,182.2878,
2016/03/15,2.49,37.2209,47.1533,0.7868,109.8083,23.6853,14.556,28.851,,133.1586,188.2539,
2016/03/16,2.63,37.5576,47.822,0.8103,111.3065,24.0001,14.7953,28.7135,,132.8066,185.5671,
2016/03/17,2.8,37.6131,48.0947,0.8034,110.1555,23.9616,15.092,27.972,,134.0387,186.3383,
2016/03/18,2.93,37.4609,47.0653,0.8277,110.5822,23.9888,15.516,27.604,,138.9673,183.4485,
2016/03/21,2.8,37.7956,47.3908,0.8301,110.9791,23.9865,15.888,27.699,,139.1433,188.3026,
2016/03/22,2.79,37.691,47.5756,0.8287,111.376,24.17,15.616,28.024,,140.3754,190.34,
2016/03/23,2.68,37.5675,47.4876,0.8429,111.6637,24.0364,14.8387,28.4815,,140.5514,190.7296,
2016/03/24,2.79,37.4326,47.6988,0.8441,112.1698,23.9322,15.1833,29.1475,,139.7594,196.9717,
2016/03/25,,,,,,,,,,,198.8549,
2016/03/28,2.78,37.3553,47.1093,0.8526,112.8048,23.8235,15.3507,28.9935,,,202.5888,
2016/03/29,2.86,37.9806,48.1387,0.8664,115.2357,24.3874,15.342,29.693,,138.4392,201.3956,
2016/03/30,2.86,38.1021,48.4379,0.8754,113.8069,24.8132,15.126,29.9345,,139.2313,201.8421,
2016/03/31,2.85,37.8323,48.5963,0.8722,113.2116,24.6841,15.318,29.682,,139.4073,201.0141,
2016/04/01,2.83,38.168,48.8955,0.885,115.1563,24.9106,15.8393,29.925,,139.4953,198.9442,
2016/04/04,2.83,37.9424,48.7723,0.8764,111.6736,25.1665,16.466,29.6595,,,,
2016/04/05,2.76,37.6176,48.0068,0.8752,111.3462,24.8698,17.0313,29.307,,137.8232,199.2933,
2016/04/06,2.8,38.0887,48.4995,0.8764,112.8246,25.1303,17.6947,30.104,,139.9354,208.7822,
2016/04/07,2.64,37.6945,47.9187,0.8673,112.7552,24.5822,17.1467,29.5715,,142.3996,206.266,
2016/04/08,2.74,37.6622,47.8836,0.873,109.7686,24.6094,16.6713,29.73,,140.8155,202.8162,
2016/04/11,2.76,37.5665,47.7868,0.8783,108.1414,24.6909,16.6613,29.7965,,140.3754,197.8322,
2016/04/12,2.81,37.9027,48.0859,0.8774,109.7487,25.0125,16.5213,30.1585,,140.8155,198.8062,
2016/04/13,2.8,38.2791,48.7019,0.8994,109.6495,25.3749,16.9687,30.741,,144.7759,196.6309,
2016/04/14,2.72,38.4517,48.7107,0.9018,109.9769,25.3885,16.7907,31.0375,,145.2159,197.0529,
2016/04/15,2.7,38.6803,48.9658,0.9089,108.7863,24.8789,16.9673,31.2945,,145.48,198.79,
2016/04/18,2.76,39.0612,49.6785,0.905,109.59,24.3421,16.9253,31.7675,,145.832,197.7997,
2016/04/19,2.62,38.4943,49.6169,0.8889,111.4157,24.213,16.4913,31.395,,145.832,197.3938,
2016/04/20,2.7,38.4284,48.913,0.8923,111.5446,24.2628,16.6647,31.6495,,142.4877,193.5463,
2016/04/21,2.62,38.6803,49.0802,0.8913,112.5567,24.0001,16.5527,31.55,,143.8958,195.113,
2016/04/22,3.99,36.5861,45.5607,0.8879,109.6991,23.9345,16.9167,31.025,,143.2797,200.8193,
2016/04/25,3.45,36.8063,45.851,0.8923,109.2427,23.7986,16.788,31.31,,140.7275,198.4816,
2016/04/26,3.66,35.9712,45.2615,0.893,107.9132,23.6332,16.916,30.844,,142.3996,197.9458,
2016/04/27,3.73,35.7773,44.8216,0.9134,108.0421,22.1543,16.7647,30.3285,,140.3754,198.7738,
2016/04/28,3.61,34.964,43.9065,0.8862,115.8211,21.4771,16.514,30.1,,141.6956,200.0401,
2016/04/29,3.55,35.1039,43.8801,0.8698,116.6645,21.2303,16.0507,32.9795,,139.8474,203.9038,
2016/05/02,3.74,35.4277,44.5312,0.8813,117.6468,21.2076,16.12,34.1925,,,,
2016/05/03,3.6,35.1316,43.8009,0.8708,116.5156,21.5564,15.488,33.566,,136.679,211.047,
2016/05/04,3.6,35.2769,43.8801,0.8509,117.1407,21.3322,14.8373,33.545,,135.9749,207.9706,
2016/05/05,3.66,35.4426,43.9417,0.8561,116.8927,21.2456,14.102,32.9545,,134.8308,209.2368,
2016/05/06,3.68,35.9618,44.3376,0.8649,118.5596,21.1271,14.3287,33.6975,,135.4469,204.7318,
2016/05/09,3.65,36.1577,44.056,0.8637,118.3115,21.1431,13.928,33.9875,,136.503,203.5954,
2016/05/10,3.64,36.666,44.8919,0.8803,119.5617,21.2866,13.9127,35.1535,,137.6472,204.6182,
2016/05/11,3.65,36.2281,44.9184,0.8828,118.5894,21.0793,13.9307,35.6615,,137.7351,208.5063,
2016/05/12,3.59,36.1051,45.3231,0.8708,119.3435,20.5848,13.8187,35.8965,,135.7109,207.7676,
2016/05/13,3.67,35.9444,44.9447,1.0032,118.8771,20.6258,13.8407,35.496,,136.503,203.709,
2016/05/16,3.79,36.2157,45.6046,1.0328,117.746,21.3914,13.886,35.533,,140.7275,204.2529,
2016/05/17,3.79,35.7143,44.754,1.035,116.4363,21.3026,13.644,34.7635,,143.3678,202.9541,
2016/05/18,3.84,35.7932,45.0199,1.0615,116.7339,21.5464,14.078,34.8725,,141.7836,198.4166,
2016/05/19,3.77,35.4723,44.5857,1.0661,115.9005,21.4643,14.3473,34.926,,138.3512,199.4962,
2016/05/20,3.87,35.7897,44.8515,1.0852,116.4363,21.6968,14.6853,35.14,,139.9492,203.9526,
2016/05/23,4.04,35.5685,44.3287,1.0869,115.067,21.9725,14.4147,34.8375,,140.479,206.339,
2016/05/24,4.2,36.3511,45.711,1.1133,116.7835,22.3074,14.5273,35.21,,141.7152,204.5045,
2016/05/25,4.18,36.6025,46.1806,1.1086,116.9721,22.6994,14.6387,35.4175,,145.247,204.4396,
2016/05/26,4.35,36.5445,45.9768,1.1204,118.5398,22.8794,15.008,35.7455,,144.629,205.1295,
2016/05/27,4.6,37.0736,46.3578,1.1266,118.4505,22.8657,14.8693,35.612,,151.1628,204.9104,
2016/05/30,,,,,,,,,,150.015,207.9057,
2016/05/31,4.57,37.1356,46.9603,1.1467,117.8849,22.754,14.882,36.1395,,153.017,214.6753,
2016/06/01,4.43,37.1162,46.8274,1.1489,117.8551,22.435,14.6373,35.972,,150.4565,214.1234,
2016/06/02,4.24,36.9085,46.4996,1.157,118.004,22.2664,14.5973,36.412,,150.2799,217.3297,
2016/06/03,4.16,36.4914,45.8882,1.1408,117.5476,22.312,14.5993,36.277,,150.8096,230.439,
2016/06/06,4.47,36.2038,46.1894,1.1349,117.8651,22.4738,14.712,36.3365,,153.4585,224.075,
2016/06/07,4.51,36.2549,46.1629,1.1371,116.8431,22.5649,15.4893,36.187,,155.9308,225.5362,
2016/06/08,4.46,36.842,46.1097,1.1334,117.4682,22.5444,15.7013,36.332,,155.3127,222.6383,
2016/06/09,4.52,36.8217,45.7376,1.1629,117.6368,22.7062,15.2907,36.3825,,,,
2016/06/10,4.32,36.359,45.6135,1.1339,115.712,22.5193,14.586,35.8955,,154.6064,,
2016/06/13,4.4,36.294,44.4262,1.1484,113.0627,22.1798,14.5247,35.762,,149.6618,216.7777,
2016/06/14,4.39,36.362,44.1515,1.1506,114.045,22.2072,14.3307,35.965,,148.6023,221.3964,
2016/06/15,4.42,36.3094,44.0275,1.1624,113.7077,22.1343,14.5133,35.713,,152.7522,224.4322,
2016/06/16,4.75,35.9157,44.6477,1.1671,113.4993,22.2277,14.5287,35.8755,,149.0437,222.4273,
2016/06/17,5.26,34.9239,44.4174,1.1467,112.14,21.7218,14.3647,35.3195,,149.132,225.869,
2016/06/20,5.1,35.0171,44.3642,1.1673,112.4873,21.6694,14.6467,35.7005,,150.7214,224.1237,
2016/06/21,5.45,35.1535,45.3566,1.1602,113.4894,21.854,14.6407,35.791,,152.6638,222.2568,
2016/06/22,5.02,35.2323,45.1794,1.1592,113.0231,21.772,13.1107,35.53,,156.3723,226.0151,
2016/06/23,5.21,35.4505,45.9945,1.1901,114.1839,21.8973,13.0933,36.104,,155.4893,224.3916,
2016/06/24,4.88,33.9792,44.1515,1.1224,111.2073,21.2821,12.8767,34.948,,153.4585,222.2243,
2016/06/27,4.72,33.7778,42.9111,1.1104,108.1215,20.9722,13.2367,34.568,,150.8979,233.5154,
2016/06/28,5.12,34.2797,43.806,1.1266,111.8225,21.3254,13.4527,35.3975,,150.5448,233.9456,
2016/06/29,5.13,34.4746,44.7806,1.145,113.2711,21.5099,14.0127,35.78,,152.2224,233.9212,
2016/06/30,5.14,34.8882,45.3388,1.1538,113.3902,21.7834,14.152,35.781,,155.4893,236.9571,
2016/07/01,5.07,35.2214,45.33,1.1452,113.3009,21.8494,14.4333,36.284,,,237.3061,
2016/07/04,,,,,,,,,,157.9616,243.7162,
2016/07/05,4.96,34.9556,45.3388,1.1621,113.3108,21.6444,14.2653,36.405,,155.7542,249.2557,
2016/07/06,5.04,35.1579,45.5249,1.1695,115.7913,21.7674,14.296,36.8805,,153.9,263.0294,
2016/07/07,5.02,35.0731,45.5249,1.1999,114.9479,21.8608,14.396,36.8285,,155.6659,262.7972,
2016/07/08,5.1,35.5948,46.3401,1.248,116.3271,22.0294,14.452,37.2905,,156.284,256.9925,
2016/07/11,5.01,36.062,46.597,1.2768,116.9522,22.0978,14.9853,37.689,,158.9329,261.3295,
2016/07/12,5.14,36.3253,47.1464,1.2959,117.0117,22.1981,14.9767,37.4105,,159.7276,269.282,
2016/07/13,5.09,36.175,47.4122,1.2954,115.8707,22.0727,14.8353,37.1315,,159.9924,263.0294,
2016/07/14,5.17,36.4884,47.616,1.3087,116.3767,22.5102,14.7687,37.06,,162.0233,262.9465,
2016/07/15,5.14,36.48,47.5805,1.2935,115.9501,22.5079,14.6933,36.772,,163.1711,263.3031,
2016/07/18,5.51,37.3513,47.8109,1.3001,118.4405,22.7472,15.0833,36.8035,,163.3477,262.2168,
2016/07/19,5.41,37.3617,47.0401,1.3136,119.6709,22.7563,15.0173,36.9975,,161.8466,255.4999,
2016/07/20,5.41,37.5437,49.5387,1.3308,120.9707,22.7768,15.224,37.286,,163.8774,255.873,
2016/07/21,5.22,37.4113,49.4412,1.3062,119.6709,22.6561,14.7,37.2215,,162.9945,260.6992,
2016/07/22,5.84,37.6528,50.1235,1.3418,120.0578,22.4806,14.818,37.243,,163.5243,255.3423,
2016/07/25,6.7,37.5655,50.2652,1.3666,120.6829,22.1798,15.334,36.9805,,165.9966,258.112,
2016/07/26,6.98,37.572,50.2918,1.3899,120.2761,22.0272,15.3007,36.7795,,164.4955,264.5636,
2016/07/27,6.85,37.7862,49.7868,1.3759,122.3796,23.4581,15.2327,36.8335,,166.8795,260.3924,
2016/07/28,6.82,37.9781,49.8045,1.3789,124.0267,23.7748,15.374,37.6305,,166.8795,262.0842,
2016/07/29,6.86,39.2427,50.2209,1.4014,122.975,23.7452,15.6527,37.9405,,164.6721,259.6792,
2016/08/01,6.64,39.7187,50.1323,1.3924,123.3421,24.1645,15.334,38.387,,162.9062,254.5462,
2016/08/02,6.26,39.6781,50.1323,1.3754,122.1316,23.8067,15.1467,38.029,,162.9062,253.9243,
2016/08/03,6.3,39.6186,50.4779,1.3791,121.5561,24.1052,15.0527,37.732,,160.2573,254.4301,
2016/08/04,6.47,39.5357,50.85,1.4046,123.3917,24.2542,15.374,38.0385,,161.2286,253.9989,
2016/08/05,6.61,40.0158,51.3551,1.4284,124.1755,24.623,15.3353,38.299,,162.9945,253.6921,
2016/08/08,6.68,39.9315,51.4437,1.4417,124.2847,24.8269,15.0773,38.328,,166.7029,255.4916,
2016/08/09,6.6,40.043,51.5677,1.4454,124.0862,24.9277,15.272,38.4155,,166.1732,261.8354,
2016/08/10,6.49,40.0931,51.4082,1.4361,123.9076,24.7421,15.0433,38.428,,165.9966,260.2267,
2016/08/11,6.58,40.0788,51.6563,1.4653,123.9275,24.7261,14.994,38.562,,166.6146,262.6812,
2016/08/12,6.73,40.0217,51.3373,1.5472,123.9076,24.7834,15.0407,38.628,,165.8199,262.847,
2016/08/15,6.95,39.9677,51.4968,1.5458,122.9353,25.0812,15.0393,38.4245,,168.7337,264.3479,
2016/08/16,6.78,39.7311,51.2115,1.5364,122.3399,25.0583,14.9073,38.202,,172.5305,256.6691,
2016/08/17,6.68,39.9409,51.3185,1.5008,123.4016,25.0216,14.8827,38.2315,,170.4114,255.5413,
2016/08/18,7.04,39.8085,51.3542,1.5242,122.9452,24.9896,14.9007,38.223,,179.241,254.1067,
2016/08/19,7.62,39.6547,51.372,1.5281,122.5979,25.0537,15.0,37.8655,,178.1814,254.1482,
2016/08/22,7.58,39.5209,51.4166,1.5345,123.1833,24.859,14.862,37.974,,180.8303,254.8448,
2016/08/23,7.67,39.503,51.6127,1.5469,123.4016,24.9368,14.9893,38.1225,,179.7707,254.4799,
2016/08/24,7.43,39.3547,51.6662,1.523,122.5185,24.749,14.8413,37.8625,,177.4751,253.1531,
2016/08/25,7.47,39.2407,51.8624,1.513,122.9253,24.6436,14.7307,37.961,,176.1506,251.2707,
2016/08/26,7.67,39.3359,51.7376,1.5253,123.987,24.4993,14.666,38.45,,176.9453,249.977,
2016/08/29,7.59,39.4648,51.8,1.5243,125.5547,24.4718,14.3467,38.5645,,177.8282,255.0189,
2016/08/30,7.49,39.2714,51.6127,1.5154,124.8602,24.2839,14.0893,38.379,,180.8303,253.634,
2016/08/31,7.4,39.1688,51.2294,1.5083,125.138,24.3068,14.134,38.458,,178.1814,257.2247,
2016/09/01,7.35,39.2456,51.3453,1.5528,125.1876,24.4512,13.3847,38.531,,178.8878,255.9975,
2016/09/02,7.51,39.5169,51.4166,1.5375,125.5249,24.6803,13.1853,38.622,,178.1814,253.5677,
2016/09/05,,,,,,,,,,185.5983,255.8233,
2016/09/06,7.34,40.0698,51.3631,1.5521,128.7199,24.6734,13.522,39.4435,,189.8365,257.0174,
2016/09/07,6.84,40.0683,51.4077,1.5292,130.0296,24.8246,13.4473,39.224,,188.2472,254.2477,
2016/09/08,6.23,39.8129,51.2026,1.5402,129.2556,24.174,13.1573,39.203,,189.8365,253.6009,
2016/09/09,5.9,39.1008,50.1149,1.4635,126.1104,23.6264,12.9647,38.007,,188.777,252.6141,
2016/09/12,5.94,39.6136,50.8638,1.4938,127.688,24.1556,13.22,38.5745,,182.7728,247.1659,
2016/09/13,5.74,39.1127,50.4002,1.4721,126.2195,24.7307,13.07,38.0505,,183.6558,249.1313,
2016/09/14,6.04,39.199,50.1595,1.4852,126.7751,25.6058,13.094,38.0545,,184.1856,248.4182,
2016/09/15,6.02,39.7331,50.9886,1.5415,127.3506,26.4764,13.3613,38.4845,,185.2451,,
2016/09/16,6.05,39.5714,51.0421,1.5452,128.065,26.3275,13.6933,38.926,,,,
2016/09/19,6.16,39.4435,50.7568,1.5656,127.6483,26.0205,13.756,38.755,,184.8919,248.8825,
2016/09/20,6.17,39.6612,50.6499,1.5513,127.6383,26.0182,13.6427,39.011,,184.5388,244.5952,
2016/09/21,6.29,39.9215,51.4968,1.5948,128.9283,26.0136,13.6813,39.487,,186.4812,243.8406,
2016/09/22,6.37,40.4631,51.5503,1.5988,129.0672,26.2587,13.762,40.235,,189.4833,246.2703,
2016/09/23,6.55,40.414,51.2026,1.5971,126.9637,25.8212,13.83,40.2875,,192.662,246.8508,
2016/09/26,6.32,39.8035,50.7301,1.5821,126.3187,25.8601,13.9327,39.958,,188.0706,239.429,
2016/09/27,6.54,40.2042,51.6662,1.6361,127.688,25.9082,13.7207,40.8055,,190.5429,241.4524,
2016/09/28,6.59,40.171,51.7376,1.642,128.2238,26.1052,13.7513,41.436,,191.2492,239.1637,
2016/09/29,6.67,39.803,51.1759,1.6573,127.0926,25.6997,13.38,41.4525,,192.1322,241.2948,
2016/09/30,6.91,39.8734,51.3542,1.6848,127.2712,25.899,13.602,41.8655,,188.0706,247.0415,
2016/10/03,6.95,39.691,51.1937,1.6831,127.7673,25.7776,14.2467,41.837,,191.4258,,
2016/10/04,6.97,39.8105,51.0332,1.6794,127.1919,25.8876,14.094,41.7015,,191.9556,,
2016/10/05,6.78,39.7331,51.3898,1.6777,127.4697,25.899,13.8973,42.218,,191.9556,,
2016/10/06,6.96,39.8248,51.479,1.6558,127.7376,26.0915,13.4,42.083,,191.9556,,
2016/10/07,6.75,39.7073,51.5325,1.6438,127.9856,26.1304,13.1073,41.9715,,190.896,,
2016/10/10,6.84,40.3748,51.7465,1.6499,129.2259,26.5863,13.3967,42.0855,,,251.2292,
2016/10/11,6.5,40.1467,50.9886,1.6261,127.8765,26.6436,13.34,41.55,,190.5429,256.1715,
2016/10/12,6.62,40.2558,50.9173,1.6334,128.0452,26.8819,13.434,41.7045,,188.4238,253.6009,
2016/10/13,6.49,39.8744,50.7479,1.6069,126.8247,26.7994,13.3493,41.464,,185.4217,252.0004,
2016/10/14,6.75,39.9002,51.1937,1.6226,126.8843,26.9483,13.1007,41.148,,184.5388,253.4185,
2016/10/17,6.67,40.0113,51.0154,1.6133,126.5469,26.93,12.9307,40.6475,,184.3622,250.8063,
2016/10/18,6.73,40.7378,51.4077,1.6379,127.5689,26.9116,13.2733,40.8825,,187.5408,254.7121,
2016/10/19,6.77,41.0031,51.2918,1.6344,129.0969,26.8315,13.5707,40.8845,,187.894,254.1233,
2016/10/20,6.96,40.7448,51.0421,1.6654,128.9878,26.8177,13.2733,40.516,,189.1301,253.3189,
2016/10/21,6.52,40.8652,53.1908,1.6607,131.0417,26.7123,13.3393,40.9495,,189.1301,252.2493,
2016/10/24,7.01,41.4445,54.3855,1.7387,132.2422,26.9529,13.5173,41.9045,,190.1897,254.5213,
2016/10/25,7.5,41.0879,54.3766,1.7672,131.2599,27.0903,13.4893,41.759,,189.6599,259.5051,
2016/10/26,7.29,40.768,54.0556,1.7743,130.0197,26.4809,13.4827,41.1295,,187.3642,260.1187,
2016/10/27,7.11,40.5325,53.5831,1.7379,128.6802,26.2267,13.6007,40.918,,185.9515,262.7641,
2016/10/28,7.2,40.6421,53.378,1.735,130.2677,26.0525,13.3313,38.816,,183.6558,262.9133,
2016/10/31,7.23,40.163,53.4226,1.7497,129.9701,26.0113,13.182,39.491,,181.7133,263.6596,
2016/11/01,7.09,39.9439,53.3156,1.6979,128.4917,25.5417,12.7193,39.2705,,182.9494,262.6066,
2016/11/02,6.76,39.0979,52.9858,1.6907,126.1798,25.5646,12.5347,38.278,,180.4771,261.3626,
2016/11/03,6.7,38.7889,52.7896,1.6711,119.0656,25.2906,12.4947,38.3515,,178.358,261.9265,
2016/11/04,6.56,38.7349,52.3438,1.6615,119.8098,25.0626,12.704,37.7525,,176.5921,261.0642,
2016/11/07,6.96,39.7728,53.8684,1.7525,121.1989,25.4241,12.8807,39.2465,,180.3005,261.4871,
2016/11/08,7.0,40.2662,53.913,1.7497,123.2528,25.5738,12.996,39.3875,,181.5367,265.3596,
2016/11/09,6.94,39.9493,53.6455,1.7202,122.2209,25.5323,12.6707,38.594,,178.7112,262.7143,
2016/11/10,6.3,38.6947,52.3349,1.6664,119.8594,24.8208,12.3567,37.119,,183.8324,264.6382,
2016/11/11,6.69,38.2712,52.6202,2.1631,118.0933,24.9682,12.5707,36.9505,,176.5921,261.2798,
2016/11/14,6.79,37.3523,51.8178,2.0566,114.1839,24.3418,12.0967,35.9535,,170.0582,257.8881,
2016/11/15,6.97,38.4403,52.841,2.1193,116.2874,24.6642,12.2513,37.162,,170.588,260.3924,
2016/11/16,7.67,38.6793,53.5412,2.2531,115.4341,25.3274,12.262,37.3245,,173.8549,259.6792,
2016/11/17,8.46,38.9858,54.4298,2.2718,116.8728,25.3182,12.5773,37.82,,172.0007,257.9296,
2016/11/18,8.71,38.4805,54.1695,2.2956,116.1088,25.3435,12.3347,38.008,,172.5305,257.0671,
2016/11/21,8.94,38.9183,54.6272,2.2863,120.8219,25.7281,12.3013,39.0,,170.9411,256.6525,
2016/11/22,8.69,38.9283,54.8606,2.3028,120.5242,25.7442,12.7447,39.2665,,172.8837,256.1301,
2016/11/23,8.8,38.6307,54.2144,2.3141,119.8991,25.6129,12.876,39.006,,171.5592,259.5134,
2016/11/24,,,,,,,,,,169.705,262.8138,
2016/11/25,8.77,38.6917,54.331,2.3188,119.4427,25.7419,13.11,39.0185,,170.4114,262.7806,
2016/11/28,8.83,38.9674,54.4029,2.3175,119.4725,25.6912,13.0747,38.3385,,172.4422,264.945,
2016/11/29,8.93,39.1484,54.8337,2.2963,119.9289,25.6659,12.638,38.126,,170.4114,268.6435,
2016/11/30,8.91,38.476,54.0887,2.2705,117.4979,25.4494,12.6267,37.5285,,171.0294,264.5967,
2016/12/01,8.39,37.9032,53.1373,2.1582,114.2038,25.2123,12.1253,37.1825,,171.7358,266.2054,
2016/12/02,8.53,37.9097,53.1821,2.1781,114.5015,25.3067,12.098,37.017,,168.6454,266.8274,
2016/12/05,8.68,38.592,54.0528,2.2626,116.5156,25.1248,12.4533,37.968,,167.7625,261.9846,
2016/12/06,9.45,38.4909,53.8104,2.2998,116.3966,25.3182,12.39,38.236,,167.6742,270.6835,
2016/12/07,9.56,39.2491,55.085,2.3412,117.0316,25.5669,12.8767,38.521,,167.9391,271.5375,
2016/12/08,10.34,39.4326,54.7619,2.302,117.9841,25.8179,12.8193,38.3665,,168.5572,280.0457,
2016/12/09,10.34,40.1407,55.6236,2.2611,118.7481,26.2393,12.812,38.433,,166.1732,280.1451,
2016/12/12,10.68,40.0639,55.8031,2.2062,116.853,26.0896,12.8287,38.006,,163.436,271.0482,
2016/12/13,10.54,40.4328,56.5301,2.2451,119.3732,26.5248,13.21,38.717,,164.4955,276.1481,
2016/12/14,10.55,40.5593,56.2609,2.3752,119.274,26.5248,13.246,38.441,,164.937,275.5345,
