ticker,AAPL,ABBV
name,Apple Inc.,AbbVie Inc.
2016/06/01,22.4350,41.9554
2016/06/02,22.2664,43.4646
2016/06/03,22.3120,43.4045
2016/06/06,22.4738,41.9488
2016/06/07,22.5649,42.1357
2016/06/08,22.5444,41.2209
2016/06/09,22.7062,40.5665
2016/06/10,22.5193,40.7334
2016/06/13,22.1798,40.0189
2016/06/14,22.2072,39.9989
2016/06/15,22.1343,40.3328
2016/06/16,22.2277,40.6666
2016/06/17,21.7218,40.0723
2016/06/20,21.6694,40.1391
2016/06/21,21.8540,40.0523
2016/06/22,21.7720,40.3261
2016/06/23,21.8973,40.9404
2016/06/24,21.2821,39.9722
2016/06/27,20.9722,39.1842
2016/06/28,21.3254,40.0590
2016/06/29,21.5099,41.2743
2016/06/30,21.7834,41.3411
2016/07/01,21.8494,41.8753
2016/07/05,21.6444,41.3478
2016/07/06,21.7674,42.3160
2016/07/07,21.8608,42.3561
2016/07/08,22.0294,42.8435
2016/07/11,22.0978,42.9704
2016/07/12,22.1981,43.7383
2016/07/13,22.0727,43.6306
2016/07/14,22.5102,42.8559
2016/07/15,22.5080,42.6538
2016/07/18,22.7472,42.8155
2016/07/19,22.7563,42.6538
2016/07/20,22.7768,42.7144
2016/07/21,22.6561,43.0378
2016/07/22,22.4806,42.9839
2016/07/25,22.1798,43.3274
2016/07/26,22.0272,43.4150
2016/07/27,23.4581,43.7181
2016/07/28,23.7748,43.5969
2016/07/29,23.7452,44.6141
2016/08/01,24.1645,45.0923
2016/08/02,23.8067,44.9845
2016/08/03,24.1052,44.8431
2016/08/04,24.2542,44.5265
2016/08/05,24.6230,44.8229
2016/08/08,24.8269,44.6881
2016/08/09,24.9277,44.9711
2016/08/10,24.7421,44.7488
2016/08/11,24.7261,45.0991
2016/08/12,24.7834,45.2607
2016/08/15,25.0812,45.3955
2016/08/16,25.0583,44.9576
2016/08/17,25.0216,45.0182
2016/08/18,24.9895,44.9778
2016/08/19,25.0537,45.2001
2016/08/22,24.8590,45.1395
2016/08/23,24.9369,44.5736
2016/08/24,24.7490,43.8259
2016/08/25,24.6436,43.5969
2016/08/26,24.4993,43.5228
2016/08/29,24.4718,43.4554
2016/08/30,24.2839,43.2197
2016/08/31,24.3068,43.1792
2016/09/01,24.4512,43.1321
2016/09/02,24.6803,43.1927
2016/09/06,24.6734,43.5228
2016/09/07,24.8246,43.7653
2016/09/08,24.1740,43.1523
2016/09/09,23.6264,42.6808
2016/09/12,24.1556,43.1658
2016/09/13,24.7307,42.6673
2016/09/14,25.6058,42.6673
2016/09/15,26.4764,42.6740
